,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2369,Ford Ecosport 1.5 DV5 MT Trend,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204Nm@ 2000-2750rpm,5
2370,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
2371,Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,142Nm@ 4000rpm,5
2372,Ford Figo Diesel Titanium,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,160Nm@ 2000rpm,5
2373,Ford Figo 1.5D Trend MT,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
2374,Maruti Swift Dzire AMT VXI,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5
2375,Ford Figo Diesel EXI Option,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399,68.0,160Nm@ 2000rpm,5
2376,Maruti Wagon R LXI BS IV,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5
2377,Ford Freestyle Trend Diesel,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,215Nm@ 1750-2500rpm,5
2378,Ford Figo Aspire 1.5 TDCi Trend,2015,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
2379,Renault Duster 85PS Diesel RxE Adventure,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5
2380,Maruti Ritz VXi,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,114Nm@ 4000rpm,5
2381,Hyundai Grand i10 CRDi Sportz,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
2382,Maruti Ritz LDi,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
2383,Tata Safari DICOR 2.2 EX 4x2,2017,625000,72000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7
2384,Hyundai Verna CRDi SX,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5
2385,Maruti Swift VDI BSIV,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
2387,Hyundai Xcent 1.1 CRDi S,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
2389,Maruti Ertiga SHVS VDI,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7
2390,Maruti Swift Dzire VDI,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
2391,Tata Tigor 1.2 Revotron XZ Option,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5
2392,Tata Indica Vista TDI LX,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,135.4Nm@ 2500rpm,5
2393,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5
2394,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,200Nm@ 1750rpm,5
2395,Mahindra Quanto C6,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,240Nm@ 1600-2800rpm,7
2396,Toyota Etios Cross 1.2L G,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,104Nm@ 3100rpm,5
2397,Mahindra Scorpio S7 120,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280Nm@ 1800-2800rpm,7
2398,Mahindra TUV 300 T8,2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
2399,Chevrolet Optra Magnum 2.0 LS,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,305Nm@ 2000rpm,5
2400,Hyundai Santa Fe 4X4,2011,825000,125000,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,420.7Nm@ 1800-2500rpm,7
2401,Ford Aspire Trend Diesel BSIV,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498,99.23,215Nm@ 1750-3000rpm,5
2402,Toyota Innova 2.5 V Diesel 8-seater,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
2403,Honda Brio V MT,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109Nm@ 4500rpm,5
2404,Tata Tiago 1.2 Revotron XZ,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
2405,Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151Nm@ 4850rpm,5
2406,Hyundai i10 Sportz 1.1L,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5
2407,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
2408,Honda City i DTEC SV,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5
2409,Hyundai EON Era Plus,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
2410,Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,113Nm@ 5000rpm,5
2411,Hyundai i10 Sportz,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5
2412,Maruti Baleno LXI,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590,94.0,130Nm@ 3000rpm,5
2413,Chevrolet Captiva 2.2 LTZ AWD,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231,184.0,424Nm@ 2000rpm,7
2414,Tata Bolt Quadrajet XE,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5
2415,Honda City i VTEC V,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,145Nm@ 4600rpm,5
2416,Mahindra XUV500 W8 2WD,2012,950000,78500,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
2417,Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2418,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,112Nm@ 4000rpm,5
2419,Hyundai Verna 1.6 SX,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
2420,Datsun RediGO 1.0 T Option,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5
2421,Ford Ikon 1.6 Nxt,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92.0,130@ 2500(kgm@ rpm),5
2422,Tata Nano LX,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,51Nm@ 4000+/-500rpm,4
2423,Honda City 2017-2020 GXi,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
2424,Maruti 800 DX,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59Nm@ 2500rpm,4
2425,Hyundai Verna 1.6 Xi ABS,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5
2426,Hyundai Creta 1.6 CRDi SX,2015,978999,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5
2427,Tata Tiago 1.2 Revotron XM,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
2428,Ford Fiesta Diesel Style,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,204Nm@ 2000-2750rpm,5
2429,Tata Tiago 1.2 Revotron XM,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
2430,Maruti Alto 800 VXI,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,69Nm@ 3500rpm,5
2431,Chevrolet Spark 1.0,2008,45000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3Nm@ 4200rpm,5
2432,Maruti Ertiga SHVS VDI,2016,640000,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200Nm@ 1750rpm,7
2433,Mahindra Scorpio S2 9 Seater,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75.0,200Nm@ 1400-2200rpm,9
2434,Mahindra Scorpio LX,2013,500000,115717,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9
2435,Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399,68.0,"16@ 2,000(kgm@ rpm)",5
2436,Tata Aria Pure LX 4x2,2014,480000,70000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,320Nm@ 1500-3000rpm,7
2437,Maruti Swift VXI,2019,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5
2438,Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5
2439,Hyundai Grand i10 Sportz,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
2440,Hyundai i10 Magna,2009,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5
2441,Hyundai i20 Magna,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5
2442,Maruti Swift Dzire ZDI,2016,550000,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
2443,Tata Nexon 1.2 Revotron XZA Plus,2020,950000,5000,Petrol,Individual,Automatic,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5
2444,Mahindra Bolero 2011-2019 ZLX,2013,430000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2445,Hyundai i10 Sportz,2014,348000,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5
2446,Maruti Alto 800 LX,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5
2447,Maruti Wagon R LXI Minor,2010,150000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5
2449,Maruti Wagon R LXI Minor,2009,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5
2450,Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,400Nm@ 1750-2500rpm,7
2451,Maruti Ertiga VDI,2015,600000,90000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200Nm@ 1750rpm,7
2452,Tata Nano Lx BSIV,2010,65000,26432,Petrol,Dealer,Manual,First Owner,25.4,624,37.48,51Nm@ 4000+/-500rpm,4
2453,Maruti Omni E 8 Str STD,2016,220000,46702,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8
2454,Maruti Omni E 8 Str STD,2016,220000,46706,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8
2455,Tata Indica V2 eXeta GLS,2006,110000,53523,Petrol,Dealer,Manual,First Owner,16.84,1193,64.4,99.8Nm@ 2700rpm,5
2456,Chevrolet Beat Diesel LT,2012,175000,56365,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5
2457,Chevrolet Spark 1.0 LT,2011,160000,49563,Petrol,Dealer,Manual,First Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5
2458,Maruti 800 Std BSIII,2004,65000,56432,Petrol,Dealer,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4
2459,Maruti 800 AC,2002,60000,52365,Petrol,Dealer,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4
2460,Maruti Alto LXi BSIII,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2462,Mahindra Ssangyong Rexton RX7,2013,1000000,40000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,402Nm@ 1600-3000rpm,7
2463,Maruti Wagon R LXI BS IV,2010,220000,46533,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5
2465,Maruti Omni 8 Seater BSIV,2008,114999,58632,Petrol,Dealer,Manual,Second Owner,14.0,796,35.0,6.1kgm@ 3000rpm,5
2467,Mahindra XUV500 AT W6 2WD,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
2468,Maruti Ertiga SHVS VDI,2016,750000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7
2469,Renault KWID 1.0 RXT Optional,2017,265000,90000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5
2470,Ford Classic 1.6 Duratec Titanium,2014,450000,110000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,146Nm@ 3400rpm,5
2471,Mahindra Quanto C6,2013,225000,90000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,240Nm@ 1600-2800rpm,7
2472,Mahindra Scorpio S10 7 Seater,2015,1125000,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
2473,Maruti Swift VXI with ABS,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,"113Nm@ 4,500rpm",5
2474,Maruti Alto LX,2007,130000,78000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2475,Mahindra Bolero Power Plus SLE,2017,660000,45000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
2476,Maruti Alto K10 VXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90Nm@ 3500rpm,5
2477,Maruti Alto 800 LXI,2017,275000,58000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5
2478,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
2479,Chevrolet Aveo U-VA 1.2,2007,65000,30000,Petrol,Individual,Manual,Second Owner,14.7,1150,76.0,"11.2@ 4,400(kgm@ rpm)",5
2480,Tata Safari Storme EX,2017,850000,162000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7
2481,Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,77Nm@ 3500rpm,5
2482,Hyundai i20 1.2 Magna Executive,2018,555000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2483,Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
2484,Hyundai Santro Xing GLS LPG,2010,150000,70000,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,96.1Nm@ 3000rpm,5
2485,Maruti Swift Dzire VDi,2009,185000,138000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5
2486,Hyundai i10 Magna,2010,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5
2487,Maruti Alto LXi,2010,160000,48000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2488,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Individual,Automatic,First Owner,11.4,2953,153.86,380Nm@ 2500rpm,7
2489,Maruti Swift VDI BSIV,2014,375000,88000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
2490,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
2491,Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
2492,Renault Duster 85PS Diesel RxL,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5
2493,Maruti Swift VDI,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
2494,Maruti Swift VDI,2013,370000,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
2496,Maruti Zen LX,2002,75000,30000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78Nm@ 4500rpm,5
2497,Maruti Ritz LDi,2016,400000,60000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
2499,Maruti Swift VDI BSIV,2014,425000,65000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
2500,Maruti Celerio ZXI,2014,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5
2501,Hyundai Grand i10 Magna,2016,350000,65300,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
2502,Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2503,Chevrolet Beat Diesel,2012,120000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150Nm@ 1750rpm,5
2504,Maruti Alto K10 2010-2014 VXI,2012,200000,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90Nm@ 3500rpm,5
2505,Maruti Alto LXi BSIII,2008,100000,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2506,Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
2507,Maruti Alto LXi,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2508,Maruti Alto K10 VXI Optional,2019,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5
2509,Hyundai Verna 1.6 CRDI,2014,580000,56000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5
2510,Datsun RediGO T Option,2017,290000,30000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72Nm@ 4386rpm,5
2511,Hyundai Grand i10 Magna,2014,380000,50000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
2512,Ford Figo Diesel EXI,2010,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5
2513,Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5
2514,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
2515,Maruti Ertiga VDI,2012,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7
2516,Maruti Swift Dzire VDI,2017,650000,75000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
2517,Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5
2518,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5
2519,Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
2520,Maruti Swift Dzire VDI,2015,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
2521,Maruti Wagon R LXI,2004,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5
2522,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,200Nm@ 1900rpm,5
2523,Hyundai EON Era Plus,2015,229999,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
2524,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
2525,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85Nm@ 3000rpm,5
2526,Toyota Etios Cross 1.4L GD,2014,550000,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5
2527,Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5
2528,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114Nm@ 4000rpm,5
2529,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5
2530,Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,7
2531,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,170Nm@ 1800-2400rpm,5
2532,Fiat Grande Punto EVO 1.3 Active,2014,320000,39395,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197Nm@ 1750rpm,5
2533,Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20.4,1461,108.5,240Nm@ 1850rpm,5
2534,Honda City VX CVT,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5
2535,Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5
2536,Toyota Corolla AE,2004,170000,120000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,"16.1@ 4,200(kgm@ rpm)",5
2537,Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,12.55,2982,168.5,343Nm@ 1400-3400rpm,7
2538,Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5
2539,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
2540,Chevrolet Beat LT,2016,210000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,106.5Nm@ 4400rpm,5
2541,Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
2542,Maruti Swift VDI,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
2543,Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,305Nm@ 2000rpm,5
2544,Maruti Ritz VDi,2013,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
2545,Toyota Corolla Altis Diesel D4DG,2012,600000,85000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,205Nm@ 1800-2800rpm,5
2546,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5
2547,Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
2548,Chevrolet Beat Diesel LT,2012,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5
2552,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,200Nm@ 1900rpm,5
2553,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
2554,Toyota Etios Liva VD,2015,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
2555,Honda City i DTEC SV,2014,600000,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5
2556,Mahindra XUV500 W4,2014,649000,117000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
2557,Honda City i DTEC SV,2014,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5
2558,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,90.3Nm@ 4200rpm,5
2559,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,171Nm@ 1800rpm,9
2560,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,145Nm@ 4100rpm,5
2561,Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,320Nm@ 1750-2700rpm,5
2562,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6
2563,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135Nm@ 2500rpm,5
2564,Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
2565,Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,108Nm@ 4400rpm,5
